listing_id;agent_name;agent_phone;category;description;displayable_address;first_publish_date;image_url;last_publish_date;latitude;listing_status;longitude;new_home;num_bathrooms;num_beedrooms;num_floors;num_recepts;outcode;post_town;price;price_change;property_type;status;street_name
43379364;Hunters - Stoke Newington;020 3478 3603;Residential;Set on the top floor of a detached Victorian Villa in Stamford Hill, this beautiful split level two bedroom flat boasts approx 900sq ft of accommodation, stunning roof terrace and tranquil location. Available to view by appointment only, the property comprises, sizeable reception room, separate kitchen with space for dining, master bedroom with double aspect light, second double bedroom and a glorious sun-trap of a roof terrace. Castlewood Road is a quiet residential street located moments from Springfield Park and only a short walk from the many bars, restaurants and coffee houses of Stoke Newington Church Street. Transport links include, Stamford Hill Station (Overground), South Tottenham Station (Overground), Seven Sisters Station (Overground & Victoria Line) and a variety of bus routes into The City and West End.Castlewood Rd, London N16;2017-03-29 03:17:38;https://lid.zoocdn.com/354/255/94fea8669d8cfbde5c62141cc6833cae848ecc46.jpg;2017-03-30 01:41:17;51.57371;51.57371;sale;-0.065717;false;0;2;0;0;N16;London;599950;;Flat;for_sale;London Greater London
43379242;Equity Estate Agents;020 7768 1657;Residential;A spacious four bedroom end of terrace family home located near forty hill and forty hall park. This property benefits from 25ft through lounge, 17ft kitchen/diner, ground floor bathroom suite, first floor WC, gas central heating, garage to rear and off street parking.EntranceVia porch, front door into hallway.HallwayDouble glazed window to front aspect, stairs to first floor, wood style flooring, radiator, doors to lounge and bathroom.Through Lounge25' 5" x 11' 9" (7.75m x 3.58m) Double glazed bay window to front aspect, wood style flooring, radiators, arch to kitchen/diner.Kitchen/Diner17' 1" x 11' 10" (5.21m x 3.61m) Comprising wall and base units with work surfaces, sink with drainer, space for American style fridge freezer, dishwasher and washing machine, integrated electric hob and electric oven, extractor, spotlights, radiator, wood style flooring, double glazed window to rear aspect, double glazed door to rear garden.BathroomComprising low level WC, vanity wash basin, panel enclosed bath with shower attachment, shower cubicle, radiator, spotlights, double glazed window to side aspect.LandingDouble glazed window to side aspect, radiator, fitted carpet, spotlights, doors to all first floor rooms.Bedroom One13' 3" x 11' 4" (4.04m x 3.45m) Double glazed window to front aspect, radiator, fitted carpet.Bedroom Two12' 4" x 10' 3" (3.76m x 3.12m) Double glazed window to rear aspect, built in wardrobe, radiator, fitted carpet.Bedroom Three8' x 5' 10" (2.44m x 1.78m) Double glazed window to front aspect, radiator, wood style flooring.Bedroom Four6' 8" x 6' 6" (2.03m x 1.98m) Double glazed window to rear aspect, radiator, fitted carpet, spotlights.Separate WCComprising low level WC, sink, window, spotlights.Front GardenOff street parking with steps up to front door.Garage19' 1" x 18' 2" (5.82m x 5.54m) Light and power.Rear GardenPatio remainder to lawn.Carterhatch Lane, Enfield EN1;2017-03-29 03:03:35;https://li.zoocdn.com/b765b3ec380029b30c199ae0f511baf500a49df2_354_255.jpg;2017-04-07 03:05:42;51.664623;51.664623;sale;-0.068499;false;1;4;0;1;EN1;Enfield;510000;;End terrace house;sold;Carterhatch Lane
43379243;Equity Estate Agents;020 7768 1657;Residential;A spacious and well presented two double bedroom second floor apartment situated in a quiet cul-de-sac just off the ridgeway. Benefits include  a long lease, 15ft lounge, modern kitchen, modern bathroom, double glazing, gas central heating, communal parking and communal garden.EntranceVia communal door, stairs to second floor, front door into hallway.HallwayLaminate flooring, doors to all rooms.Lounge15' 8" x 13' 6" (4.78m x 4.11m) Double glazed window to side and rear aspects, laminate flooring, radiator.Kitchen9' 1" x 8' 7" (2.77m x 2.62m) Comprising wall and base units with work surfaces, sink with drainer, integrated oven and dishwasher, four ring gas hob, space for fridge freezer, laminate flooring, double glazed window to rear aspect.Bedroom One15' 5" x 11' (4.70m x 3.35m) Double glazed window to front aspect, radiator, fitted carpet.Bedroom Two15' 5" x 10' (4.70m x 3.05m) Double glazed window to rear aspect, fitted wardrobe, radiator, fitted carpet.BathroomComprising low level WC, pedestal wash basin, panel enclosed bath with shower attachment, heated towel rail, double glazed window to side aspect.OutsideCommunal parking and communal parking.Avalon Close, Enfield EN2;2017-03-29 03:03:35;https://lid.zoocdn.com/354/255/d8f594688cf0a1fd4dd1eac753fee7ca8d40b21e.jpg;2017-03-31 03:05:22;51.660603;51.660603;sale;-0.100841;false;1;2;0;1;EN2;Enfield;340000;;Flat;for_sale;Avalon Close
43379241;Douglas Allen;020 8166 7320;Residential;Location! Location! Location! This three bedroom spacious family home is situated within a perfect location.You have a choice of two central line stations with Hainault station and Grange Hill station only a short walk away. Also you have a parade of shops nearby - so that daily loaf of bread or pint of milk is only a short walk away.This home requires little work, meaning you can drop your bags as soon as you move in with no work needing to be done.As you enter the home, you will find a spacious kitchen/diner area - perfect for entertaining guests or keeping an eye on the children doing their homework whilst the dinner cooks. Another fantastic feature to this home is the light and airy rear reception with doors opening onto the pleasant rear garden. Upstairs, you have three double bedrooms, perfect for the growing family.Due to the spacious living accommodation on offer as well as it being situated in this perfect location, interest is expected to be high so don't hesitate, call today to view.What the Owner says:Since moving into the property 9 years ago, I have done extensive work by means of redecoration throughout, new radiators which include individual thermostat controls.The location has suited me perfectly and I will be very sad to leave this home and hope the next person enjoys it as much as I have.Room sizes:PorchCloakroomLounge 15'11 x 10'11 (4.85m x 3.33m)Kitchen/Diner 17'7 x 8'0 (5.36m x 2.44m)LandingBedroom 1 14'0 x 8'9 (4.27m x 2.67m)Bedroom 2 10'0 x 9'5 (3.05m x 2.87m)Bedroom 3 10'1 x 7'0 (3.08m x 2.14m)BathroomRear GardenShedThe information provided about this property does not constitute or form part of an offer or contract, nor may be it be regarded as representations. All interested parties must verify accuracy and your solicitor must verify tenure/lease information, fixtures & fittings and, where the property has been extended/converted, planning/building regulation consents. All dimensions are approximate and quoted for guidance only as are floor plans which are not to scale and their accuracy cannot be confirmed. Reference to appliances and/or services does not imply that they are necessarily in working order or fit for the purpose.Limes Avenue, Chigwell, Essex IG7;2017-03-29 03:03:35;https://lid.zoocdn.com/354/255/becea23be96a1d16fa5ac72a5c23c40bd097aeb5.jpg;2017-03-30 01:41:14;51.606415;51.606415;sale;0.087167;false;0;3;0;0;IG7;Chigwell;350000;;End terrace house;for_sale;Limes Avenue
43379221;Cornerstone Estate Agents;020 8022 4282;Residential;This Victorian terraced property is located in a sought after road, convenient for Hither Green mainline station, with superb links to central London. A wide choice of buses provides excellent links to neighbouring towns.The property itself is spacious in our opinion and comprises of three double bedrooms, of which one could easily be split into two. The living areas comprise of two reception rooms and a spacious fitted kitchen approaching 16ft.Mountsfield park, award winning recreational green belt parkland is within striking distance, and provides excellent sporting facilities, picnic areas, and playground facilities for relaxation pastimes.We urge your attention to view to fully appreciate the property available.Lanier Road, Lewisham SE13;2017-03-29 02:59:58;https://li.zoocdn.com/5431dc9acacfbdc0cb80ba56cd7eb30c6ec30309_354_255.jpg;2017-04-06 03:06:49;51.451927;51.451927;sale;-0.00754;false;0;3;0;0;SE13;London;610000;;Terraced house;for_sale;Lanier Road
43379207;Hunters - Plaistow;020 8128 1939;Residential;Bywell place, E16Hunters are pleased to offer this immaculate one bedroom new build apartment located on the first floor, with a 143 year lease. Boasting a private balcony and easy access to Canning Town station. 539 square foot. Ideal first purchase.EntranceFront door to hallway.HallwayAccess to all rooms, wooden flooring, entryphone system, spotlights, storage cupboard.Open plan lounge/kitchen/diner6.38m (20' 11") x 4.11m (13' 6") narr to 4.85m (15' 11") x 2.57m (8' 5")Two separate double glazed windows, separate double glazed door to private terrace, wooden flooring, spotlights, radiator.KitchenFitted wall and base units, sink and drainer, fitted oven, grill and separate electric hob with extractor over, microwave, fitted separate fridge, freezer and dishwasher.Bedroom4.52m (14' 10") x 2.95m (9' 8")Double glazed window to rear, radiator, fitted sliding wardrobe.BathroomLow level w.C, hand wash basin, bath with shower over, fully tiled walls and flooring, spotlights, radiator.Bywell Place, Canning Town, London E16;2017-03-29 02:58:36;https://li.zoocdn.com/cfec21f2ba4f123668ca561dc4e2a97de172bd20_354_255.jpg;2017-03-29 03:00:00;51.51667;51.51667;sale;0.011816;false;0;1;0;0;E16;London;370000;;Flat;for_sale;Canning Town London
43379208;Litchfields - Highgate Village;020 3641 4977;Residential;An imposing and immaculately presented link-semi detached Victorian Villa which has been completely refurbished to the highest standards and provides over 3000 square feet of versatile living and entertaining space. This superior family home, is situated in a sought after Village location on a quiet cul-de-sac with splendid views over a picturesque covered reservoir offering peace and tranquility in the middle of our busy city!The ground floor features 2 fine reception rooms, and a super- sized open plan kitchen-breakfast room and dining/family space with access via folding doors to the secluded patio and garden. The upper floors provide 5 ample double bedrooms, the splendid master bedroom has a luxury en-suite bathroom, there is a further family bathroom and a large shower room all with under floor heating. Further benefits include a spacious storage cellar, downstairs guest cloakroom, large fitted cloak cupboard, utility room on the top floor, and separate side entrance. Cromwell Place is located within 250 yards of Highgate Village and Waterlow Park and is within half a mile of a Northern Line tube station (Zone 2). EPC - DFront reception - 19' 2'' x 15' 2'' (5.84m x 4.62m)Rear reception - 16' 5'' x 13' 1'' (5.00m x 3.98m)Dining area - 13' 9'' x 12' 2'' (4.19m x 3.71m)Kitchen - 30' 2'' x 12' 8'' (9.19m x 3.86m)downstairs WC - 7' 1'' x 5' 2'' (2.16m x 1.57m)Master bedroom - 19' 2'' x 13' 10'' (5.84m x 4.21m)En-suite to Master Bedroom - 11' 3'' x 8' 6'' (3.43m x 2.59m)Bedroom 2 - 16' 7'' x 13' 9'' (5.05m x 4.19m)Bedroom 3 - 19' 4'' x 12' 10'' (5.89m x 3.91m)Family Bathroom - 11' 9'' x 6' 0'' (3.58m x 1.83m)Bedroom 4 - 16' 11'' x 14' 2'' (5.15m x 4.31m)Bedroom 5 - 17' 3'' x 13' 6'' (5.25m x 4.11m)utility room - 11' 8'' x 9' 0'' (3.55m x 2.74m)Bathroom/shower room - 12' 10'' x 8' 6'' (3.91m x 2.59m)Rear Garden - 39' 4'' x 0' 0'' (11.98m x 0.00m)cellar - 20' 9'' x 6' 8'' (6.32m x 2.03m)Cromwell Place, Highgate Village N6;2017-03-29 02:58:36;https://lid.zoocdn.com/354/255/8ea38c378c0021438fdd128417fb7fd737984c1a.jpg;2017-03-30 01:41:14;51.57022;51.57022;sale;-0.140815;false;3;5;0;3;N6;London;3600000;;Semi-detached house;for_sale;Cromwell Place
43379206;Hunters - Plaistow;020 8128 1939;Residential;Guide Price: ??360,000 - ??380,000Attractive mid terrace Victorian house located on a quiet residential street arranged over two storeys positioned on the borders of Canning Town. Presented well throughout offering two double bedrooms with a spacious through lounge and private rear garden. The property overlooks a spacious green. Located excellently for Canning Town tube (Jubilee Line and DLR), West Ham (Jubilee Line, District Line and C2C) and Star Lane DLR now all in Zone 2. Also benefiting from the ??3.7 billion Canning Town regeneration project, making the area a very popular place for professionals, first time home hunters and investors alike. Sold with vacant possession (end of May)'.EntranceFront door leading to porch, door leading onto through lounge.Through lounge6.91m (22' 8") x 3.81m (12' 6") narr to 2.84m (9' 4")Bright and airy through lounge with double glazed window to front aspect looking onto the greenery, great size room offering ample space to entertain guests, wood effect laminated flooring, various power points, feature fireplace.Kitchen3.58m (11' 9") x 1.57m (5' 2")Large double glazed window looking onto garden, range of wall and base units, stainless steel sink with mixer tap.Bathroom2.64m (8' 8") x 1.32m (4' 4")Three piece suite comprising of panelled bath, wash hand basin, low flush w.C., skylight.Garden4.09m (13' 5") x 3.58m (11' 9")Well kept garden area mainly paved, shed with plumbing and space for washing machine.First floor landingAccess to all first floor rooms.Bedroom one3.91m (12' 10") x 3.00m (9' 10")Good size bedroom with double glazed window to rear aspect overlooking garden, wood effect laminated flooring, gas central heating, built in storage cupboard, access to loft.Bedroom two3.91m (12' 10") x 2.90m (9' 6")Good size bedroom with double glazed windows to front aspect overlooking the greenery. Gas central heating, wood effect flooring.Mayfield Road, Canning Town, London E13;2017-03-29 02:58:36;https://li.zoocdn.com/046ed96396d0a629ff2e3c7626222db31394514c_354_255.jpg;2017-04-07 02:54:28;51.52009;51.52009;sale;0.013711;false;0;2;0;0;E13;London;360000;;Terraced house;sold;Canning Town London
43379177;Vita Properties;020 3463 0656;Residential;Offered chain free with great views over London, is this spacious two bedroom (approx 908 sq ft) 3rd floor apartment situated in this popular purpose built block benefiting from Lift, 24hr porterage, balcony and allocated parking space. Blair Court is ideally located between St John's Wood and Swiss Cottage stations and within walking distance of the local shops and restaurants of St Johns Wood High street. Share of freeholdBlair Court, Boundary Road, St Johns Wood, London NW8;2017-03-29 02:52:53;https://li.zoocdn.com/639fa62983b6207e0b0e7ffd404af80a6a22e260_354_255.jpg;2017-04-01 03:08:57;51.53987;51.53987;sale;-0.174744;false;2;2;0;1;NW8;London;1175000;;Flat;for_sale;Boundary Road St Johns Wood
43379167;Daniel Adams Estate Agents;020 3641 3996;Residential;Price Guide ??525,000-??550,000 A spacious and extended five bedroom semi detached property. This lovely property has been extended by its current owners and now offers larger than average accommodation. The property comprises, entrance hall, lounge, extended dining room-family room, kitchen-breakfast room, study-bedroom 6, shower room-cloakroom. First floor has three bedrooms, family bathroom, and stairs leading to 2nd floor landing where there are two further bedrooms and additional shower room. Outside is a large patio area, lawn area, and summer house, and parking to the front with own driveway. Elm Park Gardens is a turning of Sundale Avenue, which is a turning off Old Farleigh Road, and is within easy reach of local shops and transport facilities.Elm Park Gardens, Selsdon, South Croydon CR2;2017-03-29 02:48:14;https://lid.zoocdn.com/354/255/e5219a0ae07181c506b0dcaf0134147994776819.jpg;2017-04-01 02:55:47;51.342773;51.342773;sale;-0.057824;false;3;5;0;2;CR2;South Croydon;525000;;Semi-detached house;for_sale;
