listing_id;agent_name;agent_phone;category;description;displayable_address;first_publish_date;image_url;last_publish_date;latitude;listing_status;longitude;new_home;num_bathrooms;num_beedrooms;num_floors;num_recepts;outcode;post_town;price;price_change;property_type;status;street_name
43445774;1 Click Homes;020 3478 3362;Residential;OneClickHomes are delighted to offer a 2 bedroom house in need off a full refurbishment with potential to extend into the loft, making this ideal for first time buyers and investors alike. This mid terraced house includes a spacious through lounge, fitted kitchen and a 3 piece bathroom suite on the ground floor.On the first floor there are 2 large bedrooms. You have the potential to extend into the loft (subject to planning consent), this will add further space and value to the property.Other benefits include a paved garden, gas central heating, double glazing and is ideally situated in a prime location, with Leyton Station (Central Line), Leytonstone Station (Central Line) and Leytonstone High Road Rail Station all being within a short walk from the property. In addition to this, other public transport links and local amenities, including Stratford Westfield Shopping Centre are within close proximity from the property.(Awaiting professional pictures and floor plan)Reception/Dining Room - (254.18 sqft)Kitchen - (90.84 sqft)Master Bedroom (152.34 sqft)Bedroom (97.12 sqft)Matcham Road, London E11;2017-04-04 23:44:43;https://li.zoocdn.com/eccff7cac29d07abe79540cfcfd2a6ba6a62fed5_354_255.jpg;2017-04-07 00:04:22;51.558193;51.558193;sale;0.010517;false;1;2;0;1;E11;London;430000;;Terraced house;for_sale;Matcham Road
43445772;Daniels - Dollis Hill & Neasden;020 3478 3471;Residential;An immaculately presented ground floor garden flat located in Cricklewood. The property comprises of two double bedrooms, a reception room, kitchen, bathroom and a private garden. Willesden Green Underground Station is served by the Jubilee Line (Zone 2 & 3). To avoid disappointment, call now to arrange a viewing.BedroomBedroomReceptionBathroomKitchenGardenOlive Road, London NW2;2017-04-04 23:44:43;https://lid.zoocdn.com/354/255/22b93e893ecffd9c95a654e5e54ca9c1d7051b76.jpg;2017-04-05 01:46:38;51.55703;51.55703;sale;-0.22749;false;0;2;0;0;NW2;London;500000;;Flat;for_sale;Olive Road Cricklewood
43445754;Castle Residential Estate Agents;020 3478 3372;Residential;A beautifully presented three bedroom split level maisonette. The property is located just off the Greenford Road with its multiple bus links, shops and restaurants. The family home of many years comes with a wealth of benefits including gas central heating, double glazing, private rear garden and three good sized bedrooms, it is ex local authority and of concrete construction which has been taken into account with the price and is available only to cash buyers.Kitchen11' 5" x 9' 5" (3.48m x 2.87m) Front aspect double glazed window, range of eye and base level units with matching worktops, single drainer sink, gas hob with oven under and extractor hood over, plumbing and space for washing machine, wall mounted boiler,Reception16' 7" x 13' 5" (5.05m x 4.09m) Rear aspect double glazed window and French doors to garden, laminate floor, radiator, feature fireplaceBedroom 112' 9" x 9' 2" (3.89m x 2.79m) Rear aspect double glazed window, fitted wardrobe, radiator, laminate floorBedroom 210' 2" x 9' 2" (3.10m x 2.79m) Front aspect double glazed window, radiator, laminate floor, fitted wardrobeBedroom 39' 11" x 7' 3" (3.02m x 2.21m) Rear aspect double glazed window, radiatorBathroomFront aspect double glazed frosted window, panel enclosed shower bath, vanity wash hand basin, tiled walls and floor, low level WCGardenMainly paved with flower bed and shrub bordersFarnham Court, Redcroft Road, Southall, Middlesex UB1;2017-04-04 23:38:05;https://lid.zoocdn.com/354/255/221a1f0d22eca56aabc401813597c9152fd37e54.jpg;2017-04-05 01:46:37;51.51652;51.51652;sale;-0.355535;false;0;3;0;0;UB1;Southall;285000;;Maisonette;for_sale;Farnham Court Redcroft Road Southall
43445746;King & Marsh;020 3542 2710;Residential;Kings & Marsh are delighted to present this 2 bedroom ground floor flat with use of ground floor garden.The accommodation comprises:Two bedrooms, separate fully fitted kitchen with access to shared garden, bright spacious lounge/reception room, neutrally decorated throughout.The property is located on Greyhound Lane with just 5 min walk from Streatham Common train station providing access to Victoria, Clapham Junction and London Bridge. The property is also within walking distance to Streatham station serving Blackfriars, City Thameslink and St Pancras.Streatham Hub is located within a few minutes??? walk, providing modern leisure facilities including swimming pool, ice rink and health and fitness suite. A short walk away, is Streatham Common ideal for walking andThis property would make an ideal first time purchase or rental investment.Call us now for more information and to arrange a viewing.Greyhound Lane, Streatham Common, London SW16;2017-04-04 23:37:30;https://lid.zoocdn.com/354/255/9fc7148c9e57c205784ba11b78f529dcd6faf858.jpg;2017-04-05 20:35:32;51.42016;51.42016;sale;-0.131982;false;1;2;0;1;SW16;London;368000;;Flat;for_sale;Greyhound Lane Streatham Common
43445737;Franklyn James;020 3463 0659;Residential;A luxury one bed suite in the desirable Montagu Building with completion early 2018. Residents can enjoy leisure facilities to include heated swimming pool, state of the art gymnasium and concierge service. Accommodation comprises open-plan living area, designer kitchen with integrated appliances and contemporary styled bathroom with three piece suite. London City Island is just moments away from Canary wharf and the City making this the ideal purchase for those wanting easy access to all parts of the capital. Additional features to include 999 year lease, modern design throughout and communal gardens.Montagu Building, Canary Wharf E14;2017-04-04 23:36:25;https://lid.zoocdn.com/354/255/40d7b1a1cc5bd4eb4e5b2fe19be713b6133fa18e.jpg;2017-04-04 23:37:31;51.509476;51.509476;sale;0.005619;true;1;1;0;1;E14;London;360000;;Flat;for_sale;Montagu Building Canary Wharf
43445732;Sevron Properties;020 3544 5267;Residential;Whilst this property would be ideal for a large family to move into, its main selling point is its size and abundance of surrounding land. This is perfect for any property developer who wants to buy, renovate and/or develop as they see fit.* Freehold* 4 bedrooms & 2 receptions* Large conservatory* Garage* Extremely large front and back gardens* Patio area* Central heatingWrexham Road, Romford RM3;2017-04-04 23:34:51;https://lid.zoocdn.com/354/255/4c21ec711442d749877eef67c653297d53cc29fd.jpg;2017-04-06 18:34:59;51.61586;51.61586;sale;0.220308;false;2;4;0;2;RM3;Romford;799995;;Detached house;for_sale;Wrexham Road
43445699;Lawrence Rand;01895 262111;Residential;Situated in the heart of Ruislip Manor is this spacious three bedroom terraced property close to popular local schools and within walking distance to surrounding tube stations.As you enter the home to the charming entrance hall you are greeted with doors to all the ground floor accommodation and stairs leading to the first floor. The living room to the front of the property offers great space for formal seating area and is flooded with light from the large bay window. The dining room to the rear of the property accommodates a large dining table and is perfect for entertaining family and friends. The ground floor is completed with a kitchen including integrated base and eye level units, dish washer, with space for washing machine and fridge freezer.To the first floor there are three bedrooms, two of which are large doubles and one an ample sized single bedroom. The first floor is completed with a family bathroom and a separate toilet.The rear garden, which can be accessed via the kitchen and dining room, is south facing, 90ft in length and benefits from a large patio, extensive lawn and well established colourful boarders. To the rear of the garden is a large garage which can be entered by the gated alley. The back of the property overlooks beautiful views.Thurlstone Road is minutes walking distance to Ruislip Gardens Tube Station (Central Line) and the high street of Ruislip Manor, where you will find a range of shops, cafes and restaurants and good transport links with bus services and the Metropolitan/Piccadilly tube line. For the motorist the A40/Western Avenue is close by providing quick access into Central London and the surrounding Home Counties.Thurlstone Road, Ruislip, Middlesex HA4;2017-04-04 23:30:19;https://lid.zoocdn.com/354/255/354955f3eeb61c4ebb810145bcf9475cd9c6655d.jpg;2017-04-05 01:46:35;51.564785;51.564785;sale;-0.409818;false;0;3;0;0;HA4;Ruislip;550000;;Terraced house;for_sale;Ruislip Middlesex
43445619;Central Estate Agents;020 3478 3332;Residential;An 8 minute walk from the charming Walthamstow Village with its array of pubs, restaurants and boutiques comes this two bedroom split level period conversion in excellent condition. Nearby is Hollow Ponds Boating Lake and Epping Forest are a short walk away. Wood Street Overground, Leytonstone Central Line and Walthamstow Central Victoria Line stations are all in easy reach by foot or a short bus journey. Just a short distance from Walthamstow's shopping centre comprising The Market, The Mall and 'The Scene' which is home to a variety of restaurants, bar and a multi-screen cinema.With two large double bedrooms, spacious eaves storage, a large dining kitchen and a fantastic bright and spacious lounge this is a fabulous property ideally located for many transport links in Walthamstow and the surrounding areas. With a fitted dining kitchen and fitted bathroom plus all the other benefits this property has to offer, don't miss out.BedroomBedroomBathroomKitchenReceptionWest End Avenue, Leyton, London E10;2017-04-04 23:21:49;https://lid.zoocdn.com/354/255/c452c9cc0764401076fd57f2a7a735fa3b699cc5.jpg;2017-04-04 23:23:52;51.579304;51.579304;sale;-0.001801;false;0;2;0;0;E10;London;450000;;Flat;for_sale;West End Avenue Leyton London
43445618;Central Estate Agents;020 3478 3332;Residential;Positioned in one of Lloyds Park's most premier turnings is this two double bedroom first floor ex Warner flat. Comprising of two double bedrooms, spacious lounge and a shared 35ft West facing rear garden. There is a well-appointed kitchen along with a good size bathroom. This property is a credit to its current owner and would only be fully appreciated by internal viewing.Lloyd Park is one of Walthamstow???s most popular and sought-after areas, being a short walk to the excellent transport links of the Victoria line and the mainline to Liverpool street, but also just a stone???s throw from the William Morris Gallery.BedroomBedroomBathroomGardenKitchenReceptionMersey Road, Walthamstow, London E17;2017-04-04 23:21:49;https://li.zoocdn.com/aea5e06cda3ea160bafee2fe31ad5931d720b838_354_255.jpg;2017-04-06 00:05:45;51.591084;51.591084;sale;-0.025206;false;0;2;0;0;E17;London;450000;;Flat;for_sale;Mersey Road Walthamstow London
43445617;Central Estate Agents;020 3478 3332;Residential;This charming two bedroom first floor flat is located within this sought after development ideally situated within a short distance to Walthamstow Central station & Queens Road station. Some of the many benefits include 15' lounge/diner, fitted kitchen and residents off street parking. This is an ideal property for first time buyer and rental investors alike.We have terrific transport links, the Victoria line, probably one of the most hassle free lines, fast links into the city via Kings Cross and Oxford Circus, the British Rail line into Liverpool Street via Hackney and the bus station with bus routes going direct to Westfield Shopping Centre and to Central line stations.BedroomBedroomBathroomKitchenReceptionChamomile Court, Yunus Khan Close, London E17;2017-04-04 23:21:49;https://lid.zoocdn.com/354/255/4c795a0a08b07c97c12cc15406cd3df4a6ab13a4.jpg;2017-04-04 23:23:21;51.57775;51.57775;sale;-0.018567;false;0;2;0;0;E17;London;350000;;Flat;for_sale;Chamomile Court Yunus Khan Close London
