listing_id;agent_name;agent_phone;category;description;displayable_address;first_publish_date;image_url;last_publish_date;latitude;listing_status;longitude;new_home;num_bathrooms;num_beedrooms;num_floors;num_recepts;outcode;post_town;price;price_change;property_type;status;street_name
43438785;Balgores;01708 629412;Residential;*** guide price ??280,000 - ??300,000 ***Located for Romford main line station and vibrant Town Centre is this two bedroom first floor maisonette. The property benefits from a 14ft lounge, 12ft master bedroom, private rear garden and off street parking for one vehicle. This property is being sold with the share of the freehold and includes the loft.Entrance door    Opaque double glazed window to flank, radiator, doors to accommodation, loft access, stairs to first floor.Kitchen 9'02x8'03   A range of eye and base level units with work tops over, inset sink with mixer tap, Beko gas hob and oven, space for appliances, storage cupboard housing combination boiler.Bathroom    Opaque double glazed window to rear, low level wc, vanity sink, panelled bath with shower attachment over. Extractor fan, storage cupboard, radiator, textured ceiling with cornice coving.Living Room 14'09x12'09   Double glazed bay window to front, radiator, featured fireplace, textured ceiling with cornice coving.Bedroom one 12'x11'04   Double glazed window to rear, radiator, textured ceiling with cornice coving.Bedroom two 6'11x6'04   Double glazed window to front, radiator, textured ceiling.Rear garden    Measuring 16ft.Front of property    Front garden, off street parking to the rear.Agenys note    The vendor advises us that this property benefits in the share of the freehold and owns the loft.Dunton Road, Romford RM1;2017-04-04 12:07:47;https://lid.zoocdn.com/354/255/e85006f1a02b042e7e95d30a1c9d6af9f22a46b6.jpg;2017-04-07 12:15:20;51.58123;51.58123;sale;0.179387;false;0;2;0;0;RM1;Romford;280000;;Maisonette;for_sale;Romford
43438699;Cromwells Estate Agents Ltd;020 3641 4454;Residential;The property still has potential to extend upwards (S.T.P.P) and also benefits from UPVC double glazed windows, gas central heating, long length garage, pretty garden and off street parking for several cars. Viewing highly recommended.AccommodationEntrance Hall:Living Room: 24???6 x 11???5Dining Room/Bedroom 4: 12???2 x 10???6Downstairs Cloakroom:Kitchen: 23???0 x 8???0First Floor Landing:Bedroom 1: 13???6 x 10???3Bedroom 2: 11???6 x 10???10Bedroom 3: 7???6 x 7???6OutsideRear Garden: Approx 40ftDouble Length Garage.Off Street Parking.Culvers Avenue, Carshalton SM5;2017-04-04 12:02:00;https://lid.zoocdn.com/354/255/d0339d1ea6616120df912b4bdc205697cfbc79d9.jpg;2017-04-06 09:34:48;51.377438;51.377438;sale;-0.167576;false;1;3;0;2;SM5;Carshalton;475000;;End terrace house;for_sale;Culvers Avenue
43438671;Barnard Marcus;020 8166 7276;Residential;Summary** open day Saturday 8th April - call today to book your time to view **descriptionBarnard Marcus are delighted to offer for sale this one bedroom, ground floor, apartment in a popular development in Croydon. This flat offers a reception room full of light, modern open plan kitchen, double bedroom and bathroom. Located a stones through away from Croydon's Valley park offering a Cinema, bowling, Gym and an array of Restaurants and shopping facilities, it is also a short walk from Ampere way and Therapia Lane tram stops which provides easy access into the city as well as Wimbledon. This property offers a secure entry will be perfect for investors and first time buyers alike looking to get on the property ladder. This is not one to miss - interest will be high so call Barnard Marcus today on to secure your viewing before it's gone!Kitchen/reception Room 16' 10" x 16' 6" ( 5.13m x 5.03m )Bedroom 12' 10" x 10' 4" ( 3.91m x 3.15m )We currently hold lease details as displayed above, should you require further information please contact the branch. Please note additional fees could be incurred for items such as leasehold packs.1. Money laundering regulations: Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale. 2. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property. 3. Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully before ordering carpets or any built-in furniture. 4. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalising their offer to purchase. 5. These particulars are issued in good faith but do not constitute representations of fact or form part of any offer or contract. The matters referred to in these particulars should be independently verified by prospective buyers or tenants. Neither sequence (UK) limited nor any of its employees or agents has any authority to make or give any representation or warranty whatever in relation to this property.Franklin Way, Croydon CR0;2017-04-04 12:00:33;https://lid.zoocdn.com/354/255/1d5ab4ee76e1ad1ff9640932d7cd9a4d29eb3415.jpg;2017-04-06 09:48:21;51.384575;51.384575;sale;-0.129177;false;0;1;0;0;CR0;Croydon;265000;;Flat;for_sale;Franklin Way
43438638;Brik;020 3463 8385;Residential;An outstanding newly renovated and interior designed Victorian family house, in a quiet residential street just off Fulham Road.The property extends to in excess of 2100 square feet (197 sq m) and comprises 4 bedrooms and 3 bathrooms arranged over three floors. The ground floor features a spacious double reception room with high ceilings, original cornicing and a Victorian fireplace, a downstairs WC, and access to a refurbished cellar providing useful storage space. At the rear of the house is an extended eat in kitchen, with a bespoke Italian cabinet by Scavollini finished with Buster & Punch hardware, and Carrera marble work surfaces. There is an inset double fridge/freezer, Siemens double oven, microwave oven, and a wine cooler. French doors lead out on to a secluded low maintenance rear garden with integrated lighting.The first floor has an elegant master bedroom suite with plenty of fitted storage space, and a luxurious bathroom with a freestanding Formosa stone bath, walk in shower and bespoke double sink unit with stone bowls, as well as a further double bedroom and a family bathroom with Buster & Punch lighting. On the second floor there are two additional double bedrooms and a shower room with Moroccan tiling. The house has been completed with premium finishes throughout with kitchen & bathroom design by Hayley Tarrington, Day True Chelsea. There is a digital underfloor heating system in the kitchen and bathrooms. There is also planning permission in place to further extend the property a full basement excavation (Planning ref: 2015/00910/ful)Ringmer Avenue is a quiet residential street located in a desirable group of roads that run just off the Fulham Road. The attraction of the area is the close proximity of the restaurants, caf??s and shops of the Fulham Road and Parsons Green which is only a short walk away. The area is a preferred location with families seeking larger houses in good locations and as such is always in high demand. The closest underground station is Parsons Green (District Line, Zone 2) which is within walking distance and buses running towards Chelsea and central London from the Fulham Road and the Thames riverside walk and the re-developed Bishops park (popular with families) is a real bonus being only a short walk away.Brik give notice that: All text, photographs and plans on these details are for guidance only and are not necessarily comprehensive  any areas, measurements or distances given are approximate  these details do not constitute part of an offer or contract and must not be relied upon as statements or representations of fact  it should not be assumed that the property has all the necessary planning permissions and building regulations approvals  we are not authorised to give any representations or warranties in relation to this property whatsoever  potential purchasers must satisfy themselves as to the correctness of all details by inspection or otherwise.Ringmer Avenue, London SW6;2017-04-04 11:58:09;https://lid.zoocdn.com/354/255/c8681213c7a4e8cf0d91ba8d0ab64322c93f8a77.jpg;2017-04-05 01:42:41;51.474598;51.474598;sale;-0.209879;false;3;4;0;2;SW6;London;2200000;;Terraced house;for_sale;Ringmer Avenue
43438629;Eden Harper;020 3463 9588;Residential;New to the market is this smart and modern, ground floor, purpose built apartment located just south of Chelsea Bridge and within sight of the Battersea Power Station. A short walk from the wide open spaces of Battersea Park as well as both Queenstown Road and Battersea Park Stations. The property is comprised of a good sized hallway area with useful storage. The homely reception room shares its generous space with a fully functional kitchen, which has ample room to house a dining area also. The bedroom is a fantastic sized double with room to house large bedroom furniture with space left over. The well proportioned bathroom is fully tiled.This apartment is a stunning example and a credit to the care of the current owners. It is also complete with allocated off-street parking. The property will benefit from vast investment potential in the coming years due to its close proximity to the Nine Elms Regeneration, including new American Embassy and Tube Extension.Ideal first time buy or letting investment.Ascalon Street, London SW8;2017-04-04 11:57:17;https://li.zoocdn.com/498edc8d6af5c7127e3777787c318b7a0afbdbf6_354_255.jpg;2017-04-05 01:42:40;51.477142;51.477142;sale;-0.142227;false;0;1;0;0;SW8;London;450000;;;for_sale;Ascalon Street
43438584;Your Move - Whitton;020 3478 3555;Residential;Sold with no chain. This extended end of terrace family home is located in a quiet residential road. In brief offers entrance hall. Living/dining room, fitted kitchen, downstairs wet room WC, self contained Annexe comprising of bedroom area, kitchen and shower room WC. To the first floor lies 3 bedrooms and family bathroom WC. The property also benefits from a private enclosed garden measuring approx 70ft x 30ft. EPC grade D. A copy of the EPC will be available on request.LocationThe property is situated in Hounslow and is walking distance to Hounslow High Street with a wide range of shops for your convenience. Hounslow West and Central tube stations which serves the London Piccadilly Line, the property is also located in close proximity to A4 and M4 road links. There are a number of local Infant and Junior Schools including Grove Road. Orchard and Lampton in the London Borough of Hounslow and the local secondary Schools would be St Marks, Hounslow Manor and Lampton schools. Other benefits are numerous local bus routes served from Hounslow bus garage.Our ViewBuyers dream, ready to put your own design ideas into this blank canvass.Entrance Hall (1.83m x 5.72m)Living Room / Dining Room (3.94m x 4.42m)Kitchen (2.21m x 3.91m)Wet-Room / WC (0.74m x 1.68m)Annexe (2.84m x 6.48m)Kitchen (2nd) (1.55m x 1.65m)Shower WC (1.17m x 1.47m)Bedroom (3.66m x 3.84m)Bedroom (2nd) (2.74m x 3.66m)Bedroom (3rd) (2.16m x 2.87m)Bathroom / WC (1.42m x 2.11m)Rear Garden (10.67m x 21.34m)Important note to purchasers:We endeavour to make our sales particulars accurate and reliable, however, they do not constitute or form part of an offer or any contract and none is to be relied upon as statements of representation or fact. Any services, systems and appliances listed in this specification have not been tested by us and no guarantee as to their operating ability or efficiency is given. All measurements have been taken as a guide to prospective buyers only, and are not precise. Please be advised that some of the particulars may be awaiting vendor approval. If you require clarification or further information on any points, please contact us, especially if you are traveling some distance to view. Fixtures and fittings other than those mentioned are to be agreed with the seller./3George Street, Hounslow TW3;2017-04-04 11:55:28;https://lid.zoocdn.com/354/255/b7fd52f963a7cabd4a1130677e3a736b6d8bc03f.jpg;2017-04-05 01:42:38;51.47513;51.47513;sale;-0.377904;false;0;4;0;0;TW3;Hounslow;475000;;;for_sale;George Street
43438561;Scott City Residential;020 3463 9521;Residential;Situated on the first floor of lauderdale tower in the barbican is this four bedroom North and West facing tower flat (Type 1A) in this very popular and desirable block which is the most Westerly of the three Barbican Towers.This apartment retains the original barbican kitchen, original bathroom & shower room and is offered in exceptional condition. There are four bedrooms with good storage cupboards and underfloor heating throughout (included in the service charge). 24 hour concierge. Parking available to rent or buy under the block. All residents have access to communal gardens throughout the development.Lauderdale Tower has a 24 hour concierge and residents enjoy full access to the private gardens. Situated close to Barbican Station (circle line), St paul's (Central Line) and the new Crossrail Station at Farringdon (under construction, due 2018). Within walking distance are Waitrose, Marks & Spencer and Tesco. Also within easy reach are St. Pauls' Cathedral, The River, South Bank, Tate Modern, and the new One New Change Shopping Complex with sixty shops, restaurants and bars. The Barbican Arts Centre with its many bars, restaurants, theatre, cinema's, gallery and library is within easy walking distance.Lease: 125 years from 1981 Service Charge: Tbc Ground Rent: ??10 per annumLauderdale Tower, Barbican, London EC2Y;2017-04-04 11:54:35;https://lid.zoocdn.com/354/255/9ee269c29bf09a0a7756fec4454defd13ea2c2cd.jpg;2017-04-07 13:13:53;51.519886;51.519886;sale;-0.09677;false;2;4;0;1;EC2Y;London;1450000;;Flat;for_sale;Lauderdale Tower
43438547;Berrylands Residential;020 3641 4258;Residential;A three bedroom mid terraced family home with off street parking, private rear garden and garage to the rear. Ideally located for transport links in to London and within walking distance of local shops and bus routes. The property comprises open plan lounge, dining room and kitchen, three bedrooms, family wet room, mature rear garden leading to garage with access from the rear, off street parking, beautiful views to the rear.Off street parking via drivewayEntrance Hallway : Stairs rising to first floor landingLounge/dining room : 23'07 x 10'06Open plan kitchen : 9'02 in lengthStars Rising to first floor landing: Access to boarded loftBedroom One: 13'03 x 11'01Bedroom Two : 11'09 x 10'01Bedroom Three : 10'11 x 6'03Family Wet Room : 7'08 x 6'01Rear Garden: A mature rear garden mainly laid to lawn with beds and borders, leading to large garage with storage and access to rear access road.Rose Walk, Surbiton KT5;2017-04-04 11:52:00;https://lid.zoocdn.com/354/255/52c429de528b22a2b8fb8b554b3fcb9b073638cb.jpg;2017-04-05 01:42:36;51.398518;51.398518;sale;-0.278577;false;1;3;0;1;KT5;Surbiton;500000;;Terraced house;for_sale;Rose Walk
43438523;London Property Zone;020 3478 3495;Residential;*Offering at contract price - no premium* Off plan re-sale apartment in Fulham Reach. 2 beds, 2 baths with inclusive parking on the 3rd floor. Balcony. 912 sq ft.Anticipated completion is Q1/Q2 2017. South Aspect. Partial river views over landscaped courtyard towards Chelsea.* * We also have access to new 1st owner sales from the Developer on this development - please enquire with your purchase requirements * *see fulhamreachw6*comLease details:-Estimated service charges. ??5.85 pdf approxCouncil Tax. ??150 per month approx.Lease and Ground rent. 999 years and ??425-??475 per annumRegatta Lane, Hammersmith W6;2017-04-04 11:49:27;https://li.zoocdn.com/9d410479065a16ca1cec20ffbea469e76bbf6e67_354_255.jpg;2017-04-04 11:50:28;51.487556;51.487556;sale;-0.226412;true;2;2;0;0;W6;London;1294950;;Flat;for_sale;Regatta Lane
43438474;Tepilo;020 8128 1730;Residential;We are pleased to offer a beautiful victorian terraced townhouse.The house comprises of three double bedrooms, walk in shower with twin sinks and WC. Light and airy reception room/dining room with oak floors.The living room has an original victorian fireplace with tiled surround and marble mantle. Recently refurbished, bespoke wardrobes in the master bedroom. All the door's within the property are oak.The garden is accessed through the kitchen door, paved with Indian flag stones and flower beds.Throughout Brixton and Clapham, there are regular bus services which will take you anywhere in London.We are a 7-minute walk to Brixton Tube station and a 5-minute walk to Clapham North, both of which are on the London Underground Tube System.Brixton is situated on the Victoria Line, 10 minutes direct into Oxford Circus which is the shopping hub of the world.Clapham North station is situated on the Northern Line which, in 10 minutes takes you to Embankment, should you wish to explore the beautiful River Thames and all the Southbank has to offer.Strathleven Road, London, London SW2;2017-04-04 11:44:17;https://li.zoocdn.com/b090a687843ec3a6ccd677c86682681f26120779_354_255.jpg;2017-04-05 14:06:29;51.457523;51.457523;sale;-0.125332;false;0;3;0;0;SW2;London;770000;;Terraced house;for_sale;Strathleven Road
